Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),Wildfire_Probability,AcresBurned,County,Latitude (WeatherStation),Longitude (WeatherStation),Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%)
Tulare,6/11/2019,36.14246,-118.80582,2019-06-11T14:48:00Z,,25,Tulare,36.082056,-119.09342,169,0,1.9,2.01,2.05,103,60.5,81.8,81,17,41
Tulare,6/11/2019,36.18479,-118.99229,2019-06-11T14:48:00Z,,257,Tulare,36.082056,-119.09342,169,0,1.9,2.01,2.05,103,60.5,81.8,81,17,41
Tulare,6/11/2019,36.28001,-119.10974,2019-06-11T14:48:00Z,,155,Tulare,36.3605,-119.05935,86,0,1.88,2.09,2.74,102.7,64.9,86,59,11,28
Santa Clara,6/11/2019,37.21638,-121.70768,2019-06-11T17:17:00Z,,210,Santa Clara,37.015026,-121.53704,211,0,1.77,1.78,2.9,102.9,56.5,78.1,100,15,42
Stanislaus,6/11/2019,37.25988,-121.09375,2019-06-11T17:14:00Z,,600,Stanislaus,37.645222,-121.18776,71,0,1.25,1.44,3.24,100.7,61.9,82.4,90,27,49
Santa Clara,6/11/2019,37.45899,-121.22093,2019-06-11T14:40:00Z,,144,Santa Clara,37.015026,-121.53704,211,0,1.77,1.78,2.9,102.9,56.5,78.1,100,15,42
Contra Costa,6/11/2019,38.02503,-121.9763,2019-06-11T14:47:00Z,,23,Contra Costa,38.015372,-122.02028,170,0,1.31,1.35,3.63,102.2,61.7,83.1,81,18,
Placer,6/11/2019,38.75263,-121.39259,2019-06-11T14:50:00Z,,27,Placer,38.887603,-121.10291,195,0,4.44,4.82,7.93,98.4,71.4,83.7,51,20,35
Monterey,6/17/2019,35.97059,-120.88241,2019-06-17T08:46:00Z,,43,Monterey,36.121083,-121.08457,113,0,1,1.35,1.86,83.3,52.2,63.1,97,41,70
Santa Clara,6/17/2019,37.44422,-121.84082,2019-06-17T08:46:00Z,,35,Santa Clara,37.015026,-121.53704,211,0,1.23,1.78,2.9,79.4,53,61.5,100,52,83
Solano,6/17/2019,38.21416,-122.12214,2019-06-17T08:49:00Z,,24,Solano,38.278056,-121.74111,212,0,1.14,2.27,4.25,89.9,55,70.6,90,39,62
Napa,6/17/2019,38.63047,-122.47282,2019-06-17T08:46:00Z,,50,Napa,38.428475,-122.41021,77,0,1.43,3.5,7.23,83,54.2,66,,,72
Yolo,6/17/2019,38.88978,-122.23922,2019-06-17T10:40:00Z,,2512,Yolo,38.672722,-121.81172,226,0.02,2.3,3.73,6.05,96.5,56.7,75.6,88,28,55
Yuba,6/17/2019,39.15641,-121.56363,2019-06-17T08:34:00Z,,70,Yuba,39.252561,-121.31567,84,0,1.59,3.21,8.46,92.3,60,76.7,86,39,60
Sutter,6/17/2019,39.28926,-121.85906,2019-06-17T15:16:00Z,,1350,Sutter,38.797944,-121.61136,235,0,1.66,2.71,5.56,96.2,54.1,74.8,89,33,58
Siskiyou,6/17/2019,41.64895,-122.35962,2019-06-17T10:39:00Z,,17,Siskiyou,41.802476,-121.996159,236,0,4.02,4.95,6.3,81.4,40.6,63.9,91,29,50
San Diego,6/21/2019,33.39684,-117.29665,2019-06-21T14:22:00Z,,120,San Diego,33.08105,-116.9757,153,0,0.16,0.98,1.09,73.6,62.5,66.4,96,70,83
Monterey,6/21/2019,35.95515,-120.86256,2019-06-21T08:51:41Z,,375,Monterey,36.121083,-121.08457,113,0,0.49,1.36,1.67,78.7,48.5,62.3,97,43,73
Siskiyou,6/21/2019,41.94622,-122.40157,2019-06-21T14:23:00Z,,10,Siskiyou,41.802476,-121.996159,236,0,1.21,4.52,6.3,69.2,26.3,50.5,93,27,53
San Diego,6/24/2019,33.30267,-116.97772,2019-06-24T11:44:00Z,,15,San Diego,33.08105,-116.9757,153,0,0.14,0.98,1.09,79.1,64,69.1,94,68,82
Riverside,6/24/2019,33.57039,-116.1466,2019-06-24T11:46:00Z,,55,Riverside,33.595694,-116.15811,218,0,0,0.02,0.02,103.4,65.3,88.1,50,9,23
Riverside,6/24/2019,33.919507,-117.103765,2019-06-24T11:43:00Z,,525,Riverside,33.76,-117.2,240,0,0.13,1.06,1.09,92.5,59.6,72,98,34,66
San Luis Obispo,6/24/2019,35.66318,-120.41128,2019-06-24T10:25:00Z,,1764,San Luis Obispo,35.472556,-120.64814,163,0,0.18,0.82,1.23,85.3,49.5,65.9,93,34,59
Kings,6/24/2019,35.81778,-120.09715,2019-06-24T11:45:00Z,,161,Kings,36.157972,-119.85143,15,0,0.2,2.94,3.42,98.9,60.9,81.5,64,17,34
Alameda,6/24/2019,37.75427,-121.57382,2019-06-24T11:06:00Z,,30,Alameda,37.663969,-121.88503,191,0,0.05,2.13,3.09,88.1,53.2,71.2,95,28,51
Yuba,6/24/2019,39.24678,-121.32399,2019-06-24T18:30:00Z,,80,Yuba,39.252561,-121.31567,84,0,0.59,3.08,6.1,92,67.6,80.1,50,24,38
Siskiyou,6/24/2019,39.28926,-121.85906,2019-06-24T16:56:00Z,,207,Siskiyou,41.577778,-122.838125,225,0.01,0.48,1.08,2.5,79.2,42.4,61.9,100,28,52
Butte,6/24/2019,39.76242,-121.73659,2019-06-24T11:06:00Z,,17,Butte,39.608639,-121.82443,12,0,2.01,4.63,6.58,88.2,61.2,75.5,97,48,69
Tehama,6/24/2019,39.97083,-122.48277,2019-06-24T11:43:00Z,,46,Tehama,40.040006,-122.154539,222,0,0.46,3.05,4.34,90.8,64.3,78.1,81,27,44
Yuba,6/25/2019,39.24678,-121.32399,2019-06-25T13:50:00Z,,80,Yuba,39.252561,-121.31567,84,0,0.59,3.08,5.7,88.6,63.1,77.1,61,23,41
Monterey,6/26/2019,36.28426,-120.94771,2019-06-26T18:02:00Z,,2546,Monterey,36.121083,-121.08457,113,0,0.01,1.36,1.49,79.6,45.7,61.6,95,40,67
Shasta,6/26/2019,40.41404,-122.66779,2019-06-26T06:00:00Z,,90,Shasta,40.63,-122.31,224,0.41,0.52,4.58,7.58,79.7,49.2,65.8,88,30,54
Riverside,6/27/2019,33.80493,-117.15738,2019-06-27T17:36:00Z,,20,Riverside,33.76,-117.2,240,0,0,1.06,1.09,84.7,53.5,67.4,95,32,58
Stanislaus,6/27/2019,37.46577,-121.28312,2019-06-27T19:06:00Z,,2422,Stanislaus,37.645222,-121.18776,71,0,0,1.28,1.71,80.7,51.7,66.7,84,34,54
Santa Clara,6/27/2019,37.494136,-121.534827,2019-06-27T08:48:00Z,,17,Santa Clara,37.015026,-121.53704,211,0,0,1.78,1.84,79,52.5,64.9,100,31,58
Placer,6/27/2019,38.73817,-121.39419,2019-06-27T08:26:00Z,,148,Placer,38.887603,-121.10291,195,0.05,0.14,4.7,5.93,78.9,52.7,64.9,86,30,52
Nevada,6/28/2019,39.40972222,-121.0005556,2019-06-28T17:33:00Z,,2,Yuba,39.252561,-121.31567,84,0,0.04,3.08,4.93,82.9,60.3,71,68,22,42
Butte,6/29/2019,39.32889,-121.23431,2019-06-29T18:20:00Z,,12,Butte,39.386632,-121.835278,244,0,0.35,2.66,3.13,86,55.2,71.3,94,30,57
San Diego,6/30/2019,32.62305556,-116.9141667,2019-06-30T16:50:00Z,,28,San Diego,32.628208,-116.93928,147,0,0.02,1.13,1.36,85.8,60.2,71.6,94,40,66
Riverside,6/30/2019,33.911,-116.980528,2019-06-30T15:51:00Z,,214,Riverside,33.76,-117.2,240,0,0,1.02,1.09,91,58.2,74.8,58,13,30
Santa Clara,7/2/2019,37.18904,-121.694968,2019-07-02T18:32:00Z,,74,Santa Clara,37.015026,-121.53704,211,0,0,1.78,1.84,79.5,48.8,63.6,100,45,74
Merced,7/2/2019,37.312877,-120.242411,2019-07-02T15:51:00Z,,210,Merced,37.314139,-120.3867,148,0,0,2.26,2.28,92.4,45.1,69.7,95,20,45
Alameda,7/5/2019,37.469,-121.3697,2019-07-05T03:20:00Z,,25,Alameda,37.663969,-121.88503,191,0,0,1.96,2.18,89.4,52.3,68.7,97,22,56
San Joaquin,7/5/2019,37.63206,-121.538382,2019-07-05T07:50:00Z,,283,San Joaquin,37.755597,-121.266153,249,0,0.01,1.53,1.64,94.6,55.3,75.5,94,28,49
Contra Costa,7/5/2019,37.99837,-122.16201,2019-07-05T14:58:00Z,,24,Contra Costa,38.015372,-122.02028,170,0,0.01,1.32,1.36,87.2,60.3,75,88,35,51
Shasta,7/6/2019,40.41741,-122.767256,2019-07-06T20:03:00Z,,30,Shasta,40.63,-122.31,224,0,0.41,4.58,5.76,94.6,61.1,78.5,89,25,47
Lassen,7/6/2019,40.679318,-120.392768,2019-07-06T07:49:00Z,,263,Lassen,40.289799,-120.433948,57,0,0,1.25,1.6,86.6,47.8,70,67,15,39
San Luis Obispo,7/9/2019,35.63111111,-120.2691667,2019-07-09T18:22:00Z,,974,San Luis Obispo,35.472556,-120.64814,163,0,0.01,0.49,0.93,81.1,47.3,63.9,96,36,62
Monterey,7/10/2019,35.95191,-120.8092,2019-07-10T16:04:00Z,,190,Monterey,36.121083,-121.08457,113,0,0.01,1.33,1.48,88.1,54.7,67,100,35,68
Riverside,7/11/2019,33.69055556,-116.953889,2019-07-11T08:26:00Z,,20,Riverside,33.664747,-116.955121,239,0,0.04,0.72,1.09,100.9,63.2,81.8,66,17,36
Alameda,7/12/2019,37.093243,-121.586846,2019-07-12T19:20:00Z,,22,Alameda,37.663969,-121.88503,191,0,0,1.89,2.16,90.3,54.2,69.6,96,32,61
Riverside,7/13/2019,33.8128372,-117.1228851,2019-07-13T15:13:00Z,,96,Riverside,33.76,-117.2,240,0,0,0.6,1.06,97.5,60.1,80.2,69,17,37
San Diego,7/15/2019,32.566389,-116.7525,2019-07-15T17:10:00Z,,100,San Diego,32.628208,-116.93928,147,0,0.01,0.96,1.25,84.8,58,70.5,94,51,71
Ventura,7/15/2019,34.366111,-118.96,2019-07-15T14:10:00Z,,131,Ventura,34.324639,-119.10488,198,0,0.03,1.39,1.4,80,57.4,71.7,100,53,66
Santa Clara,7/15/2019,37.32555556,-121.7644444,2019-07-15T18:19:00Z,,47,Santa Clara,37.015026,-121.53704,211,0,0,1.48,1.78,92,53.3,73.1,92,28,54
Stanislaus,7/16/2019,37.944751,-120.84372,2019-07-16T06:48:00Z,,202,Stanislaus,37.727194,-120.85086,194,0,0,1.29,2.12,95.8,61.4,75.8,83,30,55
Lassen,7/16/2019,40.072739,-120.158273,2019-07-16T09:00:00Z,,193,Lassen,40.289799,-120.433948,57,0,0,1.22,1.36,87.5,52.7,71.4,70,19,41
Madera,7/16/2019,37.016944,-119.934167,2019-07-16T06:49:00Z,,213,Fresno,36.820833,-119.74231,80,0,0,1.4,2.41,93.8,62.6,79.9,73,31,45
Riverside,7/17/2019,33.514658,-116.7884,2019-07-17T21:29:00Z,,81,Riverside,33.664747,-116.955121,239,0,0.04,0.72,1.08,99.1,56.7,76.8,82,29,52
Riverside,7/17/2019,33.56938,-116.07896,2019-07-17T10:00:00Z,,80,Riverside,33.595694,-116.15811,218,0,0,0.02,0.02,105.3,69.8,90.8,43,17,29
San Diego,7/18/2019,32.794768,-116.839743,2019-07-18T15:58:00Z,,25,San Diego,32.628208,-116.93928,147,0,0,0.9,1.24,77.8,60.7,67.3,93,61,77
Stanislaus,7/18/2019,37.420988,-121.371276,2019-07-18T10:29:00Z,,35,Stanislaus,37.645222,-121.18776,71,0,0,0.51,1.28,90.3,59.5,74.6,94,39,64
Modoc,7/20/2019,41.909,-120.306,2019-07-20T09:05:00Z,,128,Modoc,41.438214,-120.48031,90,0,0.05,1.18,1.4,86.8,44.4,67.7,79,25,44
Calaveras,7/20/2019,38.115224,-120.78068,2019-07-20T08:56:00Z,,27,Stanislaus,37.727194,-120.85086,194,0,0,0.4,2.12,87.2,60,73.2,91,44,62
El Dorado,7/31/2019,38.757636,-120.75664,2019-07-31T06:47:00Z,,13,El Dorado,38.753136,-120.7336,13,0.01,0.01,0.03,6.02,95.6,67.6,81.2,47,20,32
Sacramento,8/2/2019,38.3525,-121.123611,2019-08-02T14:03:00Z,,84,Sacramento,38.649964,-121.21887,131,0,0.05,0.07,3.64,95.5,56.9,76.7,90,23,50
Sacramento,8/2/2019,38.622058,-121.114095,2019-08-02T17:00:00Z,,50,Sacramento,38.649964,-121.21887,131,0,0.05,0.07,3.64,95.5,56.9,76.7,90,23,50
Modoc,8/2/2019,41.43783,-120.23976,2019-08-02T21:39:00Z,,103,Modoc,41.438214,-120.48031,90,0,0.05,0.05,1.4,85.7,43.8,66.4,85,18,40
San Diego,8/3/2019,32.575556,-117.026667,2019-08-03T09:10:00Z,,448,San Diego,32.628208,-116.93928,147,0,0,0.02,1.11,81.1,61.2,69.9,97,58,78
San Bernardino,8/4/2019,34.202883,-116.4449,2019-08-04T06:39:00Z,,26,San Bernardino,34.138147,-116.21319,233,0,1.86,1.86,2.28,107.9,70.2,91.3,45,11,19
Santa Barbara,8/5/2019,34.665699,-119.94974,2019-08-05T12:27:00Z,,100,Santa Barbara,34.583144,-120.07924,64,0,0,0,1.37,87.3,56.1,65.3,95,39,73
Los Angeles,8/5/2019,34.677864,-118.752395,2019-08-05T12:25:00Z,,156,Los Angeles,34.426361,-118.51758,204,0,0.01,0.01,0.78,101.1,64.7,81.5,42,11,27
Riverside,8/6/2019,33.740219,-117.333728,2019-08-06T18:42:00Z,,94,Riverside,33.76,-117.2,240,0,0,0,0.65,99.8,60.7,77.3,72,13,42
Kern,8/6/2019,35.287373,-118.623651,2019-08-06T18:43:00Z,,29,Kern,35.205583,-118.77841,125,0,0,0,2.86,101.8,70.4,86.6,57,23,37
Contra Costa,8/6/2019,37.908362,-121.872941,2019-08-06T18:42:00Z,,757,Contra Costa,38.015372,-122.02028,170,0,0,0.01,1.32,92.5,59.5,71.8,92,25,61
Tuolumne,8/8/2019,37.949747,-120.420058,2019-08-08T17:12:00Z,,21,Stanislaus,37.727194,-120.85086,194,0,0,0,2.12,87,58.8,74,82,36,50
Yolo,8/10/2019,39.171091,-121.423281,2019-08-10T15:07:00Z,,33,Yolo,38.599158,-121.54041,155,0,0,0,2.95,86.1,63.1,72.8,90,39,62
Lassen,8/11/2019,40.943799,-120.275298,2019-08-11T11:35:00Z,,1020,Lassen,40.289799,-120.433948,57,0,0,0,1.25,79.9,45.5,63.2,82,29,49
Modoc,8/11/2019,41.79591,-121.260305,2019-08-11T12:16:00Z,,14217,Modoc,41.438214,-120.48031,90,0.01,0.16,0.21,1.56,72.3,37.1,54.9,98,37,66
Lake,8/11/2019,38.99174,-122.7751,2019-08-11T10:28:00Z,,20,Mendocino,38.982581,-123.08928,106,0,0,0,4.31,89.1,48.8,68.6,95,27,55
Riverside,8/12/2019,33.909792,-117.004667,2019-08-12T08:21:00Z,,20,Riverside,33.76,-117.2,240,0,0,0,0.6,91.1,51.8,71.7,96,22,49
Monterey,8/12/2019,36.008889,-121.466944,2019-08-12T08:20:00Z,,280,Monterey,36.121083,-121.08457,113,0,0,0.01,1.33,94.3,51.2,71.1,90,18,48
Solano,8/13/2019,38.455,-121.969167,2019-08-13T18:00:00Z,,81,Solano,38.501258,-121.97853,139,0,0.01,0.03,2.52,96.4,58.7,79.7,86,21,42
Shasta,8/13/2019,40.46968,-122.54364,2019-08-13T16:15:00Z,,46,Shasta,40.63,-122.31,224,0,0.59,1,5.17,98.7,57.6,78,91,22,46
El Dorado,8/14/2019,38.703889,-120.890556,2019-08-14T18:52:00Z,,16,El Dorado,38.636111,-120.79305,228,0,0,0,4.92,95.9,68.5,82,46,19,32
Colusa,8/14/2019,39.088333,-122.309167,2019-08-14T18:51:00Z,,20,Colusa,39.210667,-122.168889,250,0,0,0,0.82,98.7,63.1,80.9,92,33,59
San Diego,8/16/2019,32.57394,-116.760465,2019-08-16T18:44:00Z,,80,San Diego,32.628208,-116.93928,147,0,0,0.01,0.91,80.3,60,67,98,56,78
El Dorado,8/16/2019,38.652475,-120.826165,2019-08-16T10:35:00Z,,35,El Dorado,38.636111,-120.79305,228,0,0,0,3.51,96.1,70.6,82.9,45,19,31
Mendocino,8/17/2019,39.005262,-123.195306,2019-08-17T18:15:00Z,,225,Mendocino,38.982581,-123.08928,106,0,0,0,1.38,88.6,54,70.9,87,41,59
Shasta,8/17/2019,40.484329,-122.159393,2019-08-17T18:43:00Z,,156,Shasta,40.63,-122.31,224,0,0.59,1,2.41,97.2,66.2,83.4,65,22,32
Alameda,8/21/2019,37.71734,-121.55867,2019-08-21T18:27:00Z,,139,Alameda,37.663969,-121.88503,191,0,0,0.02,0.07,90,54,70.8,95,32,62
Riverside,8/23/2019,33.4506,-116.857817,2019-08-23T23:00:00Z,,34,Riverside,33.55281,-117.043302,237,0.01,0.01,0.02,0.12,86.6,51.9,69.7,100,38,63
Riverside,8/25/2019,33.77777348,-117.487578,2019-08-25T13:00:00Z,,80,Riverside,33.964942,-117.33698,44,0,0,0,0.01,95.2,65,79.1,84,26,49
Shasta,8/26/2019,40.715556,-122.241944,2019-08-26T17:00:00Z,,600,Shasta,40.63,-122.31,224,0,0.59,0.59,1.06,104.3,61.9,82.6,84,15,40
Riverside,8/27/2019,33.463991,-116.914799,2019-08-27T08:54:00Z,,12,Riverside,33.55281,-117.043302,237,0,0.01,0.02,0.04,96.9,59.7,79,75,28,42
Lassen,8/27/2019,39.892222,-120.029722,2019-08-27T09:01:00Z,,2438,Lassen,40.289799,-120.433948,57,0,0,0,0.57,96.5,46.9,73.6,62,11,27
Lassen,8/27/2019,40.562,-120.544,2019-08-27T10:44:00Z,,131,Lassen,40.289799,-120.433948,57,0,0,0,0.57,96.5,46.9,73.6,62,11,27
San Diego,8/28/2019,32.557546,-116.873955,2019-08-28T08:54:00Z,,25,San Diego,32.628208,-116.93928,147,0,0,0,0.02,79.1,63.6,69.8,93,58,77
Alameda,8/31/2019,37.718636,-121.657011,2019-08-31T12:50:00Z,,19,Alameda,37.663969,-121.88503,191,0,0,0.02,0.02,94.8,54,73.7,95,20,50
Monterey,9/2/2019,35.906482,-120.992914,2019-09-02T10:08:00Z,,66,Monterey,36.121083,-121.08457,113,0,0,0,0.01,92.9,56.5,70.4,90,33,58
Alameda,9/2/2019,37.545167,-121.596667,2019-09-02T19:13:00Z,,11,Alameda,37.663969,-121.88503,191,0,0,0.02,0.02,91.1,56.8,71.1,90,23,55
San Benito,9/3/2019,36.600167,-120.8405,2019-09-03T07:11:00Z,,167,San Benito,36.854833,-121.36275,126,0,0,0,0.19,89.1,56.8,71.7,89,34,55
San Benito,9/4/2019,36.732866,-121.39478,2019-09-04T20:33:00Z,,17,San Benito,36.822861,-121.46787,143,0,0,0,0,88.1,56,68.4,94,32,63
Lassen,9/4/2019,40.593,-120.581,2019-09-04T16:22:00Z,,3380,Lassen,40.289799,-120.433948,57,0.16,0.19,0.19,0.19,89.9,49,67.7,84,21,50
Ventura,9/5/2019,34.71011,-119.3547,2019-09-05T08:14:00Z,,279,Ventura,34.324639,-119.10488,198,0,0,0,0.03,87.1,62.8,73.3,88,39,65
San Joaquin,9/5/2019,38.017138,-120.945044,2019-09-05T19:56:00Z,,44,San Joaquin,37.834822,-121.22319,70,0,0,0,0.01,91.7,64.8,75.8,74,32,52
Lake,9/5/2019,38.910498,-122.642572,2019-09-05T10:03:00Z,,28,Mendocino,38.982581,-123.08928,106,0,0,0,0,90.4,51,73.3,88,36,55
San Bernardino,9/6/2019,34.353667,-117.343833,2019-09-06T08:00:00Z,,15,San Bernardino,34.475914,-117.26351,117,0,0,0,0,94.5,67,81.5,57,24,37
Santa Cruz,9/6/2019,37.178353,-122.07743,2019-09-06T19:48:00Z,,10,Santa Cruz,36.997444,-121.99676,104,0,0,0.02,0.12,80,53.7,63.8,94,44,75
El Dorado,9/6/2019,38.898915,-120.946657,2019-09-06T07:24:00Z,,85,El Dorado,38.753136,-120.7336,13,0,0.01,0.02,0.02,,72.3,83.6,58,20,35
Riverside,9/8/2019,33.9369,-117.3063,2019-09-08T18:00:00Z,,250,Riverside,33.964942,-117.33698,44,0,0,0,0.01,81.8,60.3,69.9,88,41,64
Lake,9/8/2019,38.955024,-122.833831,2019-09-08T07:00:00Z,,53,Mendocino,38.982581,-123.08928,106,0,0,0,0,,,,84,41,
Riverside,9/10/2019,33.496633,-116.631106,2019-09-10T10:45:00Z,,10,Riverside,33.664747,-116.955121,239,0,0.01,0.03,0.07,81.2,55.4,66.1,93,34,67
Siskiyou,9/10/2019,41.512917,-122.740333,2019-09-10T19:27:00Z,,15,Siskiyou,41.577778,-122.838125,225,0,0.12,0.7,0.71,72.9,37.1,55.9,96,35,62
Lassen,9/11/2019,44.734,-120.606,2019-09-11T18:30:00Z,,260,Lassen,40.289799,-120.433948,57,0,0.19,0.19,0.19,73.7,37.6,54.7,83,24,50
Butte,9/12/2019,39.470333,-121.412333,2019-09-12T18:49:00Z,,58,Butte,39.386632,-121.835278,244,0,0.03,0.03,0.03,93.1,49.8,69.7,95,32,61
Trinity,9/12/2019,41.150392,-122.634108,2019-09-12T10:08:00Z,,280,Siskiyou,41.577778,-122.838125,225,0,0.13,0.71,0.72,86.7,36.9,61.2,94,20,48
Stanislaus,9/13/2019,37.492002,-120.401028,2019-09-13T21:43:00Z,,11,Stanislaus,37.545869,-120.75453,206,0,0,0,0,94.6,55.9,74,88,23,53
Butte,9/13/2019,39.45296,-121.412619,2019-09-13T19:00:00Z,,496,Butte,39.386632,-121.835278,244,0,0.03,0.03,0.03,97.9,50.9,71.1,97,26,60
Tehama,9/13/2019,40.12,-122.64,2019-09-13T19:00:00Z,,8838,Tehama,40.040006,-122.154539,222,0,0.01,0.01,0.01,92.3,52.4,72,85,26,50
Modoc,9/13/2019,41.748,-121.056,2019-09-13T07:19:00Z,,5737,Modoc,41.438214,-120.48031,90,0,0.47,0.63,0.68,83.3,34.7,59.3,87,21,44
Riverside,9/14/2019,33.528469,-117.273157,2019-09-14T19:00:00Z,,1926,Riverside,33.48665,-117.22827,62,0,0.03,0.06,0.11,100.5,71.7,84.6,41,19,28
Santa Barbara,9/14/2019,34.630919,-120.187368,2019-09-14T08:00:00Z,,200,Santa Barbara,34.583144,-120.07924,64,0,0.01,0.01,0.01,102,50.8,74.2,81,14,40
Trinity,9/18/2019,40.062304,-123.222196,2019-09-18T12:17:00Z,,244,Tehama,40.040006,-122.154539,222,0.01,0.3,0.3,0.3,74.9,51,61.4,100,50,81
Riverside,9/22/2019,33.635,-116.801111,2019-09-22T18:00:00Z,,167,Riverside,33.664747,-116.955121,239,0,0.08,0.1,0.1,95.8,59.6,76.4,53,9,24
Riverside,9/22/2019,33.900994,-117.170588,2019-09-22T17:00:00Z,,98,Riverside,33.76,-117.2,240,0,0,0,0,89,49.4,71.1,69,12,33
Santa Clara,9/24/2019,37.467744,-121.842751,2019-09-24T18:00:00Z,,128,Santa Clara,37.015026,-121.53704,211,0,0,0,0,96,51.3,73.7,83,18,40
Shasta,9/24/2019,40.612556,-122.039167,2019-09-24T14:52:00Z,,16,Shasta,40.63,-122.31,224,0,0.7,1.29,1.7,95.6,71.1,83.2,42,27,34
Tuolumne,9/24/2019,37.838333,-120.625556,2019-09-24T10:21:00Z,,83,Stanislaus,37.727194,-120.85086,194,0,0.14,0.14,0.14,93.3,55.7,74.8,87,34,60
San Diego,9/25/2019,32.87833333,-116.88,2019-09-25T20:00:00Z,,52,San Diego,33.08105,-116.9757,153,0,0,0,0,105.2,60.6,78.6,96,68,
Amador,9/25/2019,38.332083,-120.67131,2019-09-25T17:00:00Z,,10,Amador,38.508333,-120.79972,227,0,1.18,1.18,1.18,90.2,58.8,76,61,21,37
Siskiyou,9/26/2019,41.4929742,-123.2129356,2019-09-26T08:00:00Z,,227,Siskiyou,41.577778,-122.838125,225,0,0.24,0.82,0.82,87.8,38.4,61.9,98,20,53
San Luis Obispo,9/27/2019,35.214364,-120.455883,2019-09-27T18:00:00Z,,220,San Luis Obispo,35.305442,-120.66178,52,0,0.02,0.02,0.02,69.2,59.2,64.6,92,72,83
Butte,9/28/2019,39.622137,-121.693472,2019-09-28T18:40:00Z,,300,Butte,39.608639,-121.82443,12,0,0.24,0.24,0.24,73.8,54.2,61.7,91,24,54
El Dorado,9/29/2019,38.538467,-120.965105,2019-09-29T21:35:00Z,,22,El Dorado,38.636111,-120.79305,228,0,1.3,1.3,1.3,61.9,39.8,50.5,91,36,63
Riverside,9/30/2019,33.703546,-117.033598,2019-09-30T09:05:00Z,,19,Riverside,33.663325,-117.09338,179,0,0.09,0.12,0.12,73.9,42.3,58.3,97,41,68
Glenn,10/3/2019,41.70611111,-123.4375,2019-10-03T12:03:00Z,,63,Siskiyou,41.577778,-122.838125,225,0,0.44,1.02,1.02,65.3,31.1,49.1,90,33,59
Stanislaus,10/4/2019,37.429506,-121.336465,2019-10-04T10:39:00Z,,18,Stanislaus,37.645222,-121.18776,71,0,0.08,0.08,0.08,75.3,39.1,58.3,96,29,54
Santa Clara,10/7/2019,37.066483,-121.219163,2019-10-07T09:58:00Z,,29,Santa Clara,37.015026,-121.53704,211,0,0,0,0,92.3,49.7,65.8,72,14,40
Napa,10/7/2019,38.165873,-122.211671,2019-10-07T18:34:00Z,,526,Napa,38.219503,-122.35496,109,0,0.05,0.05,0.05,87.9,47.5,65,83,24,48
Tehama,10/7/2019,40.314187,-122.070055,2019-10-07T11:03:00Z,,11,Tehama,40.040006,-122.154539,222,0,0.31,0.31,0.31,87.5,47.6,64.3,82,25,52
Alameda,10/8/2019,37.606,-121.853,2019-10-08T17:51:00Z,,12,Alameda,37.663969,-121.88503,191,0,0.13,0.13,0.15,88.2,46.4,65.3,93,14,44
Tehama,10/8/2019,39.847708,-122.160416,2019-10-08T09:52:00Z,,10,Tehama,40.040006,-122.154539,222,0,0.31,0.31,0.31,84.6,46.7,64.6,80,19,46
Tehama,10/9/2019,39.847708,-122.1604,2019-10-09T12:39:00Z,,68,Tehama,40.040006,-122.154539,222,0,0.31,0.31,0.31,72.3,52.2,62.1,37,10,21
Riverside,10/10/2019,33.827979,-117.499619,2019-10-10T18:11:00Z,,9,Riverside,33.964942,-117.33698,44,0,0.01,0.01,0.01,78.6,53.2,65.7,83,4,26
Contra Costa,10/10/2019,37.828267,-122.103867,2019-10-10T12:00:00Z,,40,Contra Costa,37.837614,-122.14074,178,0,0,0,0,73.5,39.8,57,71,11,27
Shasta,10/10/2019,40.4988,-122.19911,2019-10-10T19:05:00Z,,42,Shasta,40.63,-122.31,224,0,0.9,0.9,1.49,76.8,54.3,64.4,19,9,13
San Luis Obispo,10/11/2019,35.709176,-120.312856,2019-10-11T16:21:00Z,,30,San Luis Obispo,35.472556,-120.64814,163,0,0,0,0.04,84,31,54,88,6,36
San Luis Obispo,10/11/2019,35.79069,-120.73102,2019-10-11T07:30:00Z,,289,San Luis Obispo,35.472556,-120.64814,163,0,0,0,0.04,84,31,54,88,6,36
Monterey,10/11/2019,35.79069,-120.73102,2019-10-11T07:30:00Z,,289,Monterey,36.121083,-121.08457,113,0,0,0,0,83.7,38.6,59.6,61,9,27
Riverside,10/12/2019,33.8615,-116.897333,2019-10-12T17:22:00Z,,75,Riverside,33.664747,-116.955121,239,0,0.12,0.13,0.15,88.3,47.9,65.4,35,8,16
Ventura,10/12/2019,34.23955,-119.20187,2019-10-12T18:00:00Z,,200,Ventura,34.324639,-119.10488,198,0,0.01,0.01,0.01,84.7,47.7,64.9,54,9,24
Riverside,10/13/2019,33.975405,-117.207068,2019-10-13T07:30:00Z,,350,Riverside,33.964942,-117.33698,44,0,0.01,0.01,0.01,79.6,50.4,63.8,88,25,50
